Entry	Mass	Gene names  (ordered locus )	Subunit structure [CC]
P68919	10,693	b2185 JW2173	SUBUNIT: Part of the 50S ribosomal subunit (PubMed:1093874, PubMed:1100506, Ref.4, PubMed:10094780, PubMed:10756104, PubMed:12809609, PubMed:16272117, PubMed:25310980, PubMed:24844575, PubMed:27934701, PubMed:27906160, PubMed:27906161); part of the 5S rRNA/L5/L18/L25 subcomplex (PubMed:354687, PubMed:8925931). Contacts the 5S rRNA (PubMed:3298242, PubMed:10562563, PubMed:10696113). {ECO:0000269|PubMed:10094780, ECO:0000269|PubMed:10562563, ECO:0000269|PubMed:10696113, ECO:0000269|PubMed:10756104, ECO:0000269|PubMed:1093874, ECO:0000269|PubMed:1100506, ECO:0000269|PubMed:12809609, ECO:0000269|PubMed:16272117, ECO:0000269|PubMed:24844575, ECO:0000269|PubMed:25310980, ECO:0000269|PubMed:27906160, ECO:0000269|PubMed:27906161, ECO:0000269|PubMed:27934701, ECO:0000269|PubMed:3298242, ECO:0000269|PubMed:354687, ECO:0000269|PubMed:8925931, ECO:0000269|PubMed:9799245, ECO:0000269|Ref.4}.
P36979	43,086	b2517 JW2501	
P02358	15,703	b4200 JW4158	SUBUNIT: Part of the 30S ribosomal subunit (PubMed:328274, PubMed:10094780, PubMed:12809609, PubMed:16272117, PubMed:27934701, PubMed:12244297, PubMed:27906160, PubMed:27906161, PubMed:28077875). Interacts weakly with L2 in one of the 3.5 A resolved structures (PubMed:16272117). {ECO:0000269|PubMed:10094780, ECO:0000269|PubMed:12244297, ECO:0000269|PubMed:12809609, ECO:0000269|PubMed:16272117, ECO:0000269|PubMed:27906160, ECO:0000269|PubMed:27906161, ECO:0000269|PubMed:27934701, ECO:0000269|PubMed:28077875, ECO:0000269|PubMed:328274}.
P16456	36,687	b1764 JW1753	SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_00625, ECO:0000269|PubMed:22081394}.
P0A840	26,900	b2744 JW2714	SUBUNIT: Monomer and homooligomer in solution. The oligomeric complex consists of at least four subunits. {ECO:0000269|PubMed:15489502}.
P30137	23,015	b3993 JW3957	
P69816	11,248	b3950 JW3922	
P0AFM4	11,687	b0384 JW5054	
P0A7F3	17,121	b4244 JW4203	SUBUNIT: Heterododecamer (2C3:3R2) of six catalytic PyrB chains organized as two trimers (C3), and six regulatory PyrI chains organized as three dimers (R2). {ECO:0000269|PubMed:6377306}.
P0A7H6	21,963	b0472 JW0461	
P33228	29,721	b1349 JW1343	SUBUNIT: Homotetramer.
P61887	32,734	b3789 JW3763	SUBUNIT: Homotetramer; arranged as a dimer of dimers. {ECO:0000269|PubMed:12171937}.
P04993	66,902	b2819 JW2787	SUBUNIT: Heterotrimer of RecB, RecC and RecD. All subunits contribute to DNA-binding. {ECO:0000255|HAMAP-Rule:MF_01487, ECO:0000269|PubMed:15538360, ECO:0000269|PubMed:1618858, ECO:0000269|PubMed:18668125, ECO:0000269|PubMed:3526335}.
P37759	40,558	b2041 JW2026	SUBUNIT: Homodimer. {ECO:0000250|UniProtKB:P27830}.
P37760	32,694	b2040 JW2025	SUBUNIT: Homodimer. {ECO:0000250|UniProtKB:P26392}.
P21513	118,197	b1084 JW1071	SUBUNIT: Component of the RNA degradosome, which is a multiprotein complex involved in RNA processing and mRNA degradation. Within the RNA degradosome, RNase E assembles into a homotetramer formed by a dimer of dimers. Tetramerization is essential for catalytic activity, but not for RNA-binding. Interacts with RhlB, PNPase (pnp) and enolase (eno). Interacts with DeaD at reduced temperature. {ECO:0000255|HAMAP-Rule:MF_00970, ECO:0000269|PubMed:11134527, ECO:0000269|PubMed:15312761, ECO:0000269|PubMed:15554978, ECO:0000269|PubMed:15779893, ECO:0000269|PubMed:16237448, ECO:0000269|PubMed:16516921, ECO:0000269|PubMed:18337249, ECO:0000269|PubMed:18682225, ECO:0000269|PubMed:19327365, ECO:0000269|PubMed:20823555, ECO:0000269|PubMed:9732274}.
P0AA37	24,861	b0058 JW0057	
P0AG71	54,764	b3832 JW3809	
P0A8I8	17,341	b0636 JW0631	SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_00658, ECO:0000269|PubMed:28428565, ECO:0000269|Ref.9}.
P0AFY6	46,459	b0377 JW0368	
P77766	32,580	b1266 JW1258	
P0A7S9	13,099	b3298 JW3260	SUBUNIT: Part of the 30S ribosomal subunit (PubMed:330375, PubMed:3279034, PubMed:10094780, PubMed:12809609, PubMed:16272117, PubMed:12859903, PubMed:27934701, PubMed:12244297, PubMed:27906160, PubMed:27906161). Forms a loose heterodimer with protein S19 (PubMed:3279034). Cross-links to the P site tRNA and weakly to the A site tRNA (PubMed:8524654). Forms two bridges to the 50S subunit in the 70S ribosome, contacting the 16S rRNA and proteins S19 and L5 (PubMed:12809609, PubMed:16272117, PubMed:12859903). {ECO:0000269|PubMed:10094780, ECO:0000269|PubMed:12244297, ECO:0000269|PubMed:12809609, ECO:0000269|PubMed:12859903, ECO:0000269|PubMed:16272117, ECO:0000269|PubMed:27906160, ECO:0000269|PubMed:27906161, ECO:0000269|PubMed:27934701, ECO:0000269|PubMed:3279034, ECO:0000269|PubMed:330375, ECO:0000269|PubMed:8524654}.
P68679	8,500	b3065 JW3037	SUBUNIT: Part of the 30S ribosomal subunit (PubMed:765257, PubMed:10094780, PubMed:7556101, PubMed:16272117, PubMed:27934701, PubMed:27906160, PubMed:27906161). {ECO:0000269|PubMed:10094780, ECO:0000269|PubMed:16272117, ECO:0000269|PubMed:27906160, ECO:0000269|PubMed:27906161, ECO:0000269|PubMed:27934701, ECO:0000269|PubMed:7556101, ECO:0000269|PubMed:765257}.
P27306	51,560	b3962 JW5551	SUBUNIT: Homooligomer; probable homooctamer. {ECO:0000269|PubMed:9922271}.
P0AFZ5	18,801	b0958 JW0941	SUBUNIT: Interacts with FtsZ. {ECO:0000269|PubMed:2994059, ECO:0000269|PubMed:7726836}.
P23836	25,535	b1130 JW1116	SUBUNIT: Monomer in the inactive, unphosphorylated state and dimer in the active, phosphorylated state. {ECO:0000305|PubMed:17545283}.
P16692	27,848	b4092 JW4053	SUBUNIT: Homodimer. {ECO:0000269|PubMed:19366688, ECO:0000269|PubMed:21830807}.
P32170	47,199	b3903 JW5561	SUBUNIT: Homotetramer. {ECO:0000269|PubMed:10891278}.
P28369	18,834	b0236 JW0226	
P0A8J8	47,126	b3780 JW3753	SUBUNIT: Component of the RNA degradosome, which is a multiprotein complex involved in RNA processing and mRNA degradation. Binds to RNase E (rne) and PNPase (pnp). Forms multimers. {ECO:0000255|HAMAP-Rule:MF_00661, ECO:0000269|PubMed:10521403, ECO:0000269|PubMed:18337249, ECO:0000269|PubMed:8610017, ECO:0000269|PubMed:9732274}.
P75895	28,898	b1009 JW0994	
P0ABG7	40,476	b0634 JW0629	
P0A7Z4	36,512	b3295 JW3257	SUBUNIT: Homodimer. The RNAP catalytic core consists of 2 alpha, 1 beta, 1 beta' and 1 omega subunit. When a sigma factor is associated with the core the holoenzyme is formed, which can initiate transcription. Both the N- and C-terminus interact with different regions of transcriptional regulator CRP. The rRNA transcription and antitermination complex (rrnTAC) consists of RNAP, NusA, NusB, NusE (rpsJ), NusG, SubB, ribosomal protein S4, DNA and precursor rRNA; S4 is more flexible than other subunits (PubMed:32871103). {ECO:0000269|PubMed:12202833, ECO:0000269|PubMed:1646077, ECO:0000269|PubMed:19903881, ECO:0000269|PubMed:2235479, ECO:0000269|PubMed:24843001, ECO:0000269|PubMed:32871103}.
P0A7U3	10,430	b3316 JW3278	SUBUNIT: Part of the 30S ribosomal subunit (PubMed:348496, PubMed:3279034, PubMed:10094780, PubMed:12244297, PubMed:12809609, PubMed:12859903, PubMed:16272117, PubMed:27934701, PubMed:27906160, PubMed:27906161). Binds S13 and L5 and cross-links to the A site tRNA (PubMed:12809609, PubMed:16272117, PubMed:12859903). {ECO:0000269|PubMed:10094780, ECO:0000269|PubMed:12244297, ECO:0000269|PubMed:12809609, ECO:0000269|PubMed:12859903, ECO:0000269|PubMed:16272117, ECO:0000269|PubMed:27906160, ECO:0000269|PubMed:27906161, ECO:0000269|PubMed:27934701, ECO:0000269|PubMed:3279034, ECO:0000269|PubMed:348496}.
P00961	76,813	b3559 JW3530	SUBUNIT: Tetramer of two alpha and two beta subunits.
Q47539	29,812	b0367 JW0359	
P0CG19	24,425	b3643 JW3618	SUBUNIT: Homodimer (By similarity). No interaction between the inactive protein and RppH or RNase P was detected by immunoprecipitation (PubMed:28808133). {ECO:0000255|HAMAP-Rule:MF_00564, ECO:0000305|PubMed:28808133}.
P0AG20	83,876	b2784 JW2755	
P0A7N4	6,446	b1089 JW1075	SUBUNIT: Part of the 50S ribosomal subunit (PubMed:765258, PubMed:10094780, PubMed:12809609, PubMed:16272117, PubMed:25310980, PubMed:24844575, PubMed:27934701, PubMed:27906160, PubMed:27906161). Contacts L17 (PubMed:2665813). {ECO:0000269|PubMed:10094780, ECO:0000269|PubMed:12809609, ECO:0000269|PubMed:16272117, ECO:0000269|PubMed:24844575, ECO:0000269|PubMed:25310980, ECO:0000269|PubMed:2665813, ECO:0000269|PubMed:27906160, ECO:0000269|PubMed:27906161, ECO:0000269|PubMed:27934701, ECO:0000269|PubMed:765258}.
P62556	43,660	ECOK12F046	
P0A800	10,237	b3649 JW3624	SUBUNIT: The RNAP catalytic core consists of 2 alpha, 1 beta, 1 beta' and 1 omega subunit. When a sigma factor is associated with the core the holoenzyme is formed, which can initiate transcription. The rRNA transcription and antitermination complex (rrnTAC) consists of RNAP, NusA, NusB, NusE (rpsJ), NusG, SubB, ribosomal protein S4, DNA and precursor rRNA; S4 is more flexible than other subunits (PubMed:32871103). {ECO:0000269|PubMed:19903881, ECO:0000269|PubMed:24843001, ECO:0000269|PubMed:32871103}.
P0AAH8	30,571	b1290 JW1283	
P0AG96	13,643	b3981 JW3944	SUBUNIT: Part of the essential Sec protein translocation complex which comprises SecA, SecYEG and auxiliary proteins SecDF-YajC and YidC/OxaA. Heterotrimer consisting of SecY, SecE and SecG subunits. The SecDF-YidC-YajC translocase forms a supercomplex with SecYEG, called the holo-translocon (HTL) (PubMed:27435098). The stoichiometry of the super complex may be SecYEG:YidC:SecDF 4:3:1, YajC is in the reconstituted complex (with SecDF) but as no antibody is available it could not be quantified (PubMed:27435098). The heterotrimers can form oligomers, although 1 heterotrimer is thought to be able to translocate proteins. The channel interacts with SecA via subunit SecY. SecE might contact ribosomal protein L23 and/or L29 when the translocation complex is docked with the ribosome. {ECO:0000269|PubMed:10698927, ECO:0000269|PubMed:10944122, ECO:0000269|PubMed:27435098}.
P09158	32,321	b0121 JW0117	SUBUNIT: Homodimer. {ECO:0000269|PubMed:20051267, ECO:0000269|PubMed:4572733}.
P09836	48,257	b3667 JW3642	
P0AGC0	50,607	b3666 JW3641	SUBUNIT: Monomer. {ECO:0000269|PubMed:2197272}.
P75948	32,397	b1106 JW1092	
P64461	11,255	b1518 JW1511	SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_02051, ECO:0000269|PubMed:21454635}.
P77348	59,900	b1329 JW1322	
P33358	28,046	b2127 JW2115	SUBUNIT: Interacts with DgcM and PdeR. {ECO:0000269|PubMed:23708798}.
P77165	24,343	b0286 JW0280	SUBUNIT: Heterotrimer composed of PaoA, PaoB and PaoC. {ECO:0000269|PubMed:19368556, ECO:0000269|PubMed:24492481, ECO:0000269|PubMed:27622978}.
P77324	33,858	b0285 JW0279	SUBUNIT: Heterotrimer composed of PaoA, PaoB and PaoC. {ECO:0000269|PubMed:19368556, ECO:0000269|PubMed:24492481, ECO:0000269|PubMed:27622978}.
P77489	78,088	b0284 JW0278	SUBUNIT: Heterotrimer composed of PaoA, PaoB and PaoC. {ECO:0000269|PubMed:19368556, ECO:0000269|PubMed:24492481, ECO:0000269|PubMed:27622978}.
P77183	34,954	b0283 JW0277	SUBUNIT: Homodimer in solution (PubMed:24498065). Interacts with MocA (PubMed:21081498). {ECO:0000269|PubMed:21081498, ECO:0000269|PubMed:24498065}.
P0A921	33,163	b3821 JW3794	SUBUNIT: Homodimer; dimerization is reversible, and the dimeric form is the active one. {ECO:0000269|PubMed:10322034, ECO:0000269|PubMed:10537112, ECO:0000269|PubMed:9013551}.
P0ADA7	6,948	b1283 JW1275	
P0C0L2	15,088	b1482 JW1477	
P0ADB1	12,021	b1739 JW1728	
P0AFH8	21,074	b4376 JW4338	
P17952	53,626	b0091 JW0089	
P37001	21,770	b0622 JW0617	SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_00837, ECO:0000269|PubMed:11013210, ECO:0000269|PubMed:15272304, ECO:0000269|PubMed:20826347}.
P31663	31,598	b0133 JW0129	SUBUNIT: Homodimer. {ECO:0000269|PubMed:11377204}.
P0ACC1	30,975	b1212 JW1203	SUBUNIT: Interacts with PrfA and PrfB. {ECO:0000269|PubMed:15223314, ECO:0000269|PubMed:16364916}.
P17888	81,655	b3935 JW3906	SUBUNIT: Component of the primosome, which is composed of PriA, PriB, PriC, DnaB, DnaC, DnaG and DnaT. Binds ssDNA as a monomer. Interacts with SSB and PriB. {ECO:0000255|HAMAP-Rule:MF_00983, ECO:0000269|PubMed:10956036, ECO:0000269|PubMed:15576682, ECO:0000269|PubMed:17588514, ECO:0000269|PubMed:8366072}.
P05020	38,827	b1062 JW1049	SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_00219, ECO:0000269|PubMed:11401542, ECO:0000269|PubMed:15826651, ECO:0000269|PubMed:6142052}.
P77626	19,731	b1434 JW1430	
P77529	48,662	b1729 JW1718	
P77087	7,088	b0563 JW0552	
P0AG82	37,024	b3728 JW3706	SUBUNIT: The complex is composed of two ATP-binding proteins (PstB), two transmembrane proteins (PstC and PstA) and a solute-binding protein (PstS). {ECO:0000305}.
P0A7Y4	17,597	b0214 JW0204	SUBUNIT: Monomer. {ECO:0000269|PubMed:11083878, ECO:0000269|PubMed:1311386, ECO:0000269|PubMed:15644213, ECO:0000269|PubMed:2169648}.
P0A7H0	40,514	b3700 JW3677	
P0AGL7	26,978	b2946 JW2913	SUBUNIT: Homodimer. {ECO:0000269|PubMed:17872509}.
P23721	39,783	b0907 JW0890	SUBUNIT: Homodimer. {ECO:0000269|PubMed:10024454}.
P0A8R4	8,214	b3348 JW3310	
P0AGD3	21,266	b1656 JW1648	SUBUNIT: Homodimer. {ECO:0000269|PubMed:6346322}.
P0A9E2	12,911	b4062 JW4023	
P38052	18,223	b0534 JW5072	
P0A877	28,724	b1260 JW1252	SUBUNIT: Tetramer of two alpha and two beta chains.
P32141	31,983	b3881 JW3852	
P0AGE4	43,478	b3089 JW3060	
P0AGE0	18,975	b4059 JW4020	SUBUNIT: Homotetramer. Interacts, via its C-terminus, with several proteins involved in DNA metabolism such as DnaG, HolC, PriA, PriB, RecO, RecQ and SbcB. Interacts with RadD (PubMed:27519413). {ECO:0000255|HAMAP-Rule:MF_00984, ECO:0000269|PubMed:10782989, ECO:0000269|PubMed:10932248, ECO:0000269|PubMed:15576682, ECO:0000269|PubMed:17483090, ECO:0000269|PubMed:18591666, ECO:0000269|PubMed:20018747, ECO:0000269|PubMed:23430154, ECO:0000269|PubMed:23963891, ECO:0000269|PubMed:27519413, ECO:0000269|PubMed:7962001, ECO:0000269|PubMed:9192620, ECO:0000269|PubMed:9545254}.
P0ADG4	29,172	b2533 JW2517	SUBUNIT: Monomer (PubMed:10747806, PubMed:31127279). A monomer-dimer equilibrium (PubMed:17652087). Homodimer (PubMed:31020314, PubMed:32871103). The rRNA transcription and antitermination complex (rrnTAC) consists of RNA polymerase (RNAP), NusA, NusB, NusE (rpsJ), NusG, SubB, ribosomal protein S4, DNA and precursor rRNA; S4 is more flexible than other subunits (PubMed:31127279, PubMed:31020314, PubMed:32871103). Binds to RNAP, which decreases IMPase activity against 1D-myo-inositol 1-phosphate (PubMed:17652087) (Probable). Association with rRNA gene-transcribing RNAP is dependent on NusB (PubMed:26980831, PubMed:29229908). Interacts with AR2 domain of NusA; crystallizes as a 2:1 SuhB:NusA heterotrimer (PubMed:31020314, PubMed:31127279). {ECO:0000269|PubMed:10747806, ECO:0000269|PubMed:17652087, ECO:0000269|PubMed:26980831, ECO:0000269|PubMed:29229908, ECO:0000269|PubMed:31020314, ECO:0000269|PubMed:31127279, ECO:0000269|PubMed:32871103, ECO:0000305|PubMed:31127279}.
P77689	46,823	b1681 JW1671	SUBUNIT: Part of the SufBCD complex that contains SufB, SufC and SufD. Can form homodimers. {ECO:0000269|PubMed:12941942, ECO:0000269|PubMed:16021622}.
P77499	27,582	b1682 JW1672	SUBUNIT: Part of the SufBCD complex that contains SufB, SufC and SufD. Interacts directly with SufB and SufD. Interacts with SufA (PubMed:19810706). {ECO:0000269|PubMed:12554644, ECO:0000269|PubMed:12941942, ECO:0000269|PubMed:19810706}.
P0A8N5	57,827	b4129 JW4090	SUBUNIT: Homodimer.
P00957	96,032	b2697 JW2667	SUBUNIT: Homotetramer. {ECO:0000269|PubMed:7005211}.
P14175	44,163	b2677 JW2652	SUBUNIT: The complex is composed of two ATP-binding proteins (ProV), two transmembrane proteins (ProW) and a solute-binding protein (ProX). {ECO:0000269|PubMed:23249124}.
P13857	20,681	b1427 JW1423	
P0A7Y8	13,789	b3704 JW3681	SUBUNIT: Consists of a catalytic RNA component (M1 or rnpB) and a protein subunit. {ECO:0000255|HAMAP-Rule:MF_00227, ECO:0000269|PubMed:22298511}.
P0AFW2	6,507	b0953 JW0936	SUBUNIT: Associates exclusively with 100S ribosomes (PubMed:2181444, PubMed:12473202, PubMed:15066119). Contacts 16S rRNA, might contact ribosomal protein S18 (PubMed:22605777). {ECO:0000269|PubMed:12473202, ECO:0000269|PubMed:15066119, ECO:0000269|PubMed:2181444, ECO:0000269|PubMed:22605777}.
P09155	42,734	b1804 JW1793	
C1P611	3,103	b4687 JW2546.1	
P33018	31,259	b2154 JW2141	SUBUNIT: Homotetramer. {ECO:0000269|PubMed:16567800}.
Q46812	48,842	b2879 JW2847	
P00960	34,774	b3560 JW3531	SUBUNIT: Tetramer of two alpha and two beta subunits.
P0AGA6	20,889	b3669 JW3644	
P0AGJ9	47,527	b1637 JW1629	SUBUNIT: Homodimer (PubMed:4579631, PubMed:6754952, PubMed:15663931, PubMed:15671170). Binds one molecule of tRNA(Tyr) per homodimer (PubMed:6754952). {ECO:0000269|PubMed:15663931, ECO:0000269|PubMed:15671170, ECO:0000269|PubMed:4579631, ECO:0000269|PubMed:6754952}.
P04693	43,538	b4054 JW4014	SUBUNIT: Homodimer.
P33643	37,122	b2594 JW2576	
P51025	31,424	b0355 JW0346	
P77444	44,434	b1680 JW1670	SUBUNIT: Homodimer (PubMed:10329673). Interacts with SufE and the SufBCD complex composed of SufB, SufC and SufD. The interaction with SufE is required to mediate the direct transfer of the sulfur atom from the S-sulfanylcysteine. {ECO:0000269|PubMed:10329673, ECO:0000269|PubMed:11827487, ECO:0000269|PubMed:12876288, ECO:0000269|PubMed:12941942, ECO:0000269|PubMed:14644425}.
P0AGJ7	17,726	b3606 JW3581	SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_01885, ECO:0000269|PubMed:20855540}.
P08312	36,832	b1714 JW5277	SUBUNIT: Tetramer of two alpha and two beta subunits.
P25397	22,531	b1430 JW1426	SUBUNIT: Homodimer. {ECO:0000305|PubMed:11053398}.
Q00037	113,788	ECOK12F010	
P76403	51,193	b2081 JW2066	
P18004	99,192	ECOK12F084	
P32715	76,151	b4081 JW4042	SUBUNIT: Could be part of a tripartite efflux system composed of MdtN, MdtO and MdtP.
P77781	14,945	b1686 JW1676	SUBUNIT: Homotetramer. Dimer of dimers. {ECO:0000255|HAMAP-Rule:MF_01936, ECO:0000269|PubMed:25010423}.
P0ABL5	23,101	b2202 JW2190	
P04846	29,424	b3661 JW3635	
P23898	17,283	b1708 JW1698	
P0AFE8	56,525	b2277 JW2272	SUBUNIT: Composed of 13 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.
P09373	85,357	b0903 JW0886	SUBUNIT: Homodimer.
P77495	69,351	b0335 JW0326	
P18006	14,132	ECOK12F085	
P69822	10,896	b4194 JW4152	
P0AGM2	22,048	b3646 JW3621	
P0AGJ2	25,343	b3651 JW3626	
P60869	60,351	b0847 JW0831	
P0A8Y5	29,721	b3697 JW3674	SUBUNIT: Homodimer. {ECO:0000269|Ref.7}.
P0AB26	20,500	b1063 JW1050	
P29217	24,177	b1067 JW1054	
P75736	28,437	b0686 JW0673	
P37003	24,604	b0691 JW5094/JW5095	
P39901	7,821	b4636	
P75741	43,161	b0705 JW0695	
P77779	55,232	b0703 JW0692	
P75737	18,282	b0689 JW0676	
Q2EEQ8	9,555	b4514 JW0694	
P09162	14,447	b4011 JW3971	
P09163	16,447	b4012 JW3972	
P32680	22,613	b3999 JW3963	
P32681	26,317	b4001 JW3965	
P27375	21,131	b3989 JW3952	
P39309	12,247	b4205 JW4163	
P42913	20,744	b3142 JW3111	
P42914	25,677	b3143 JW3112	
P0DSF7	1,230	b4779	
P45465	14,798	b3148 JW3117	
P76280	24,395	b1843 JW1832	
P64596	20,028	b3150 JW3119	
P45468	37,257	b3151 JW3120	
P45469	23,198	b3152 JW5528	
P45394	34,741	b3196 JW3163	
P64610	24,345	b3207 JW3174	
P0AE48	12,866	b4222 JW4181	
C1P618	2,979	b4685 JW5531.1	
P39325	34,345	b4227 JW4186	SUBUNIT: The complex is composed of two ATP-binding proteins (YtfR), two transmembrane proteins (YtfT and YjfF) and a solute-binding protein (YtfQ). {ECO:0000305|PubMed:19744923}.
Q6BEX0	55,260	b4485 JW5752	SUBUNIT: The complex is composed of two ATP-binding proteins (YtfR), two transmembrane proteins (YtfT and YjfF) and a solute-binding protein (YtfQ). {ECO:0000305|PubMed:19744923}.
P39328	35,659	b4230 JW5753	SUBUNIT: The complex is composed of two ATP-binding proteins (YtfR), two transmembrane proteins (YtfT and YjfF) and a solute-binding protein (YtfQ). {ECO:0000305|PubMed:19744923}.
P0A9W9	20,245	b3279 JW5710	
P0DSH8	1,763	b4800	
P0DV21	2,290	b4822	
P45795	10,007	b3280 JW3241	
P64508	5,212	b1824 JW1813	
P0DSG2	5,220	b4784	
P0DSG3	3,188	b4785	
A8DYQ1	4,779	b4655 JW5769.1	
P0DV19	2,169	b4820	
P46856	15,950	b3443 JW5864	
P46857	10,613	b3446 JW3411	
P58037	6,027	b4612	
P0DPP7	6,810	b4756	
P76655	91,792	b3046 JW5507	
Q2M5U1	5,536	b4568 JW5891	
P76356	14,467	b4582 JW1980	
P77616	28,492	b3047 JW5508	
P0A8W5	20,686	b2948 JW2915	
P0DV23	2,149	b4824	
Q2EES3	12,969	b4538 JW5328	
C1P606	2,242	b4678 JW5330.1	
P0DUW3	1,841	b4818	
